INTHEBOX_Hybrid_15_100x200                                   ; <div class='pdp-description'>100 x 200 x 15 cm<br><br>INTHEBOX Hybrid 15 terdiri dari memory foam dan busa yang tidak mudah kempes. Kasur ini menggunakan kain jenis jacquard yang membuat tampilan kasur terlihat lebih cantik dan mewah.</div>                                                            ; <div class='pdp-description'>100 x 200 x 15 cm<br><br>INTHEBOX Hybrid 15 terdiri dari memory foam dan busa yang tidak mudah kempes. Kasur ini menggunakan kain jenis jacquard yang membuat tampilan kasur terlihat lebih cantik dan mewah.</div>
INTHEBOX_Hybrid_15_120x200                                   ; <div class='pdp-description'>120 x 200 x 15 cm<br><br>INTHEBOX Hybrid 15 terdiri dari memory foam dan busa yang tidak mudah kempes. Kasur ini menggunakan kain jenis jacquard yang membuat tampilan kasur terlihat lebih cantik dan mewah.</div>                                                            ; <div class='pdp-description'>120 x 200 x 15 cm<br><br>INTHEBOX Hybrid 15 terdiri dari memory foam dan busa yang tidak mudah kempes. Kasur ini menggunakan kain jenis jacquard yang membuat tampilan kasur terlihat lebih cantik dan mewah.</div>
INTHEBOX_Hybrid_15_140x200                                   ; <div class='pdp-description'>140 x 200 x 15 cm<br><br>INTHEBOX Hybrid 15 terdiri dari memory foam dan busa yang tidak mudah kempes. Kasur ini menggunakan kain jenis jacquard yang membuat tampilan kasur terlihat lebih cantik dan mewah.</div>                                                            ; <div class='pdp-description'>140 x 200 x 15 cm<br><br>INTHEBOX Hybrid 15 terdiri dari memory foam dan busa yang tidak mudah kempes. Kasur ini menggunakan kain jenis jacquard yang membuat tampilan kasur terlihat lebih cantik dan mewah.</div>
INTHEBOX_Hybrid_15_160x200                                   ; <div class='pdp-description'>160 x 200 x 15 cm<br><br>INTHEBOX Hybrid 15 terdiri dari memory foam dan busa yang tidak mudah kempes. Kasur ini menggunakan kain jenis jacquard yang membuat tampilan kasur terlihat lebih cantik dan mewah.</div>                                                            ; <div class='pdp-description'>160 x 200 x 15 cm<br><br>INTHEBOX Hybrid 15 terdiri dari memory foam dan busa yang tidak mudah kempes. Kasur ini menggunakan kain jenis jacquard yang membuat tampilan kasur terlihat lebih cantik dan mewah.</div>
INTHEBOX_Hybrid_15_180x200                                   ; <div class='pdp-description'>180 x 200 x 15 cm<br><br>INTHEBOX Hybrid 15 terdiri dari memory foam dan busa yang tidak mudah kempes. Kasur ini menggunakan kain jenis jacquard yang membuat tampilan kasur terlihat lebih cantik dan mewah.</div>                                                            ; <div class='pdp-description'>180 x 200 x 15 cm<br><br>INTHEBOX Hybrid 15 terdiri dari memory foam dan busa yang tidak mudah kempes. Kasur ini menggunakan kain jenis jacquard yang membuat tampilan kasur terlihat lebih cantik dan mewah.</div>
INTHEBOX_Hybrid_15_200x200                                   ; <div class='pdp-description'>200 x 200 x 15 cm<br><br>INTHEBOX Hybrid 15 terdiri dari memory foam dan busa yang tidak mudah kempes. Kasur ini menggunakan kain jenis jacquard yang membuat tampilan kasur terlihat lebih cantik dan mewah.</div>                                                            ; <div class='pdp-description'>200 x 200 x 15 cm<br><br>INTHEBOX Hybrid 15 terdiri dari memory foam dan busa yang tidak mudah kempes. Kasur ini menggunakan kain jenis jacquard yang membuat tampilan kasur terlihat lebih cantik dan mewah.</div>
Kasur_INTHEBOX_90x200                                        ; <div class='pdp-description'>90 x 200 x 23 cm<br><br>Dikenal dengan ukuran kasur no 4 (ukuran kasur paling kecil). Cocok digunakan untuk tidur sendiri. Dilengkapi material premium agar tidur lebih nyenyak.</div>                                                                                         ; <div class='pdp-description'>90 x 200 x 23 cm<br><br>Dikenal dengan ukuran kasur no 4 (ukuran kasur paling kecil). Cocok digunakan untuk tidur sendiri. Dilengkapi material premium agar tidur lebih nyenyak.</div>
Kasur_INTHEBOX_100x200                                       ; <div class='pdp-description'>100 x 200 x 23 cm<br><br>Cocok digunakan untuk tidur sendiri dengan lebih luas karena 10 cm lebih lebar dari ukuran single. Dilengkapi material premium agar tidur lebih nyenyak.</div>                                                                                        ; <div class='pdp-description'>100 x 200 x 23 cm<br><br>Cocok digunakan untuk tidur sendiri dengan lebih luas karena 10 cm lebih lebar dari ukuran single. Dilengkapi material premium agar tidur lebih nyenyak.</div>
Kasur_INTHEBOX_120x200                                       ; <div class='pdp-description'>120 x 200 x 23 cm<br><br>Dikenal dengan ukuran kasur no 3 atau double size. Cocok digunakan untuk tidur sendiri atau berdua. Dilengkapi material premium agar tidur lebih nyenyak.</div>                                                                                       ; <div class='pdp-description'>120 x 200 x 23 cm<br><br>Dikenal dengan ukuran kasur no 3 atau double size. Cocok digunakan untuk tidur sendiri atau berdua. Dilengkapi material premium agar tidur lebih nyenyak.</div>
Kasur_INTHEBOX_140x200                                       ; <div class='pdp-description'>140 x 200 x 23 cm<br><br>Kasur INTHEBOX dengan ukuran yang disesuaikan dengan kebutuhan anda.</div>                                                                                                                                                                            ; <div class='pdp-description'>140 x 200 x 23 cm<br><br>Kasur INTHEBOX dengan ukuran yang disesuaikan dengan kebutuhan anda.</div>
Kasur_INTHEBOX_160x200                                       ; <div class='pdp-description'>160 x 200 x 23 cm<br><br>Dikenal dengan ukuran kasur no 2. Cocok digunakan untuk tidur berdua dengan sangat leluasa. Dilengkapi material premium agar tidur lebih nyenyak.</div>                                                                                               ; <div class='pdp-description'>160 x 200 x 23 cm<br><br>Dikenal dengan ukuran kasur no 2. Cocok digunakan untuk tidur berdua dengan sangat leluasa. Dilengkapi material premium agar tidur lebih nyenyak.</div>
Kasur_INTHEBOX_180x200                                       ; <div class='pdp-description'>180 x 200 x 23 cm<br><br>Dikenal dengan ukuran kasur no 1. Cocok digunakan untuk tidur bersama pasangan maupun keluarga kecil. Dilengkapi material premium agar tidur lebih nyenyak.</div>                                                                                     ; <div class='pdp-description'>180 x 200 x 23 cm<br><br>Dikenal dengan ukuran kasur no 1. Cocok digunakan untuk tidur bersama pasangan maupun keluarga kecil. Dilengkapi material premium agar tidur lebih nyenyak.</div>
Kasur_INTHEBOX_200x200                                       ; <div class='pdp-description'>200 x 200 x 23 cm<br><br>Ukuran kasur paling besar. Cocok digunakan untuk tidur bersama pasangan atau keluarga kecil. Dilengkapi material premium agar tidur lebih nyenyak.</div>                                                                                              ; <div class='pdp-description'>200 x 200 x 23 cm<br><br>Ukuran kasur paling besar. Cocok digunakan untuk tidur bersama pasangan atau keluarga kecil. Dilengkapi material premium agar tidur lebih nyenyak.</div>
INTHEBOX_Plus_90x200                                         ; <div class='pdp-description'>90 x 200 x 28 cm<br><br>Dikenal dengan ukuran kasur no 4 (ukuran kasur paling kecil). Cocok digunakan untuk tidur sendiri.</div>                                                                                                                                               ; <div class='pdp-description'>90 x 200 x 28 cm<br><br>Dikenal dengan ukuran kasur no 4 (ukuran kasur paling kecil). Cocok digunakan untuk tidur sendiri.</div>
INTHEBOX_Plus_100x200                                        ; <div class='pdp-description'>100 x 200 x 28 cm<br><br>Cocok digunakan untuk tidur sendiri karena lebih luas 10 cm lebih lebar dari ukuran single.</div>                                                                                                                                                     ; <div class='pdp-description'>100 x 200 x 28 cm<br><br>Cocok digunakan untuk tidur sendiri karena lebih luas 10 cm lebih lebar dari ukuran single.</div>
INTHEBOX_Plus_120x200                                        ; <div class='pdp-description'>120 x 200 x 28 cm<br><br>Dikenal dengan ukuran kasur no 3 atau double size.</div>                                                                                                                                                                                              ; <div class='pdp-description'>120 x 200 x 28 cm<br><br>Dikenal dengan ukuran kasur no 3 atau double size.</div>
INTHEBOX_Plus_140x200                                        ; <div class='pdp-description'>140 x 200 x 28 cm<br><br>Kasur INTHEBOX PLUS dengan ukuran yang disesuaikan dengan kebutuhan anda.</div>                                                                                                                                                                       ; <div class='pdp-description'>140 x 200 x 28 cm<br><br>Kasur INTHEBOX PLUS dengan ukuran yang disesuaikan dengan kebutuhan anda.</div>
INTHEBOX_Plus_160x200                                        ; <div class='pdp-description'>160 x 200 x 28 cm<br><br>Dikenal dengan ukuran kasur no 2. Cocok digunakan untuk tidur berdua dengan sangat leluasa.</div>                                                                                                                                                     ; <div class='pdp-description'>160 x 200 x 28 cm<br><br>Dikenal dengan ukuran kasur no 2. Cocok digunakan untuk tidur berdua dengan sangat leluasa.</div>
INTHEBOX_Plus_180x200                                        ; <div class='pdp-description'>180 x 200 x 28 cm<br><br>Dikenal dengan ukuran kasur no 1.</div>                                                                                                                                                                                                               ; <div class='pdp-description'>180 x 200 x 28 cm<br><br>Dikenal dengan ukuran kasur no 1.</div>
INTHEBOX_Plus_200x200                                        ; <div class='pdp-description'>200 x 200 x 28 cm<br><br>Ukuran kasur paling besar.</div>                                                                                                                                                                                                                      ; <div class='pdp-description'>200 x 200 x 28 cm<br><br>Ukuran kasur paling besar.</div>
INTHEBOX_Organix_Hybrid_90x200                               ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.                                                                                   ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.
INTHEBOX_Organix_Hybrid_100x200                              ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.                                                                                   ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.
INTHEBOX_Organix_Hybrid_120x200                              ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.                                                                                   ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.
INTHEBOX_Organix_Hybrid_140x200                              ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.                                                                                   ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.
INTHEBOX_Organix_Hybrid_160x200                              ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.                                                                                   ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.
INTHEBOX_Organix_Hybrid_180x200                              ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.                                                                                   ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.
INTHEBOX_Organix_Hybrid_200x200                              ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.                                                                                   ; INTHEBOX Organix Hybrid merupakan kasur busa terbaru dari INTHEBOX yang didesain dengan bahan natural serta lapisan latex dan memory foam yang dapat mengikuti lekuk tubuh sehingga dapat menopang tubuh dengan maksimal.
INTHEBOX_Organix_Lite_90x200                                 ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.                                                                                  ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.
INTHEBOX_Organix_Lite_100x200                                ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.                                                                                  ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.
INTHEBOX_Organix_Lite_120x200                                ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.                                                                                  ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.
INTHEBOX_Organix_Lite_140x200                                ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.                                                                                  ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.
INTHEBOX_Organix_Lite_160x200                                ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.                                                                                  ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.
INTHEBOX_Organix_Lite_180x200                                ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.                                                                                  ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.
INTHEBOX_Organix_Lite_200x200                                ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.                                                                                  ; INTHEBOX Organix Lite merupakan kasur spring bed dari INTHEBOX terbaru dengan bahan natural serta lapisan latex. Setiap lapisan kasur ini dibuat menggunakan bahan premium demi menghadirkan pengalaman tidur yang nyaman.
INTHEBOX_Organix_Plush_90x200                                ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.                                                     ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.
INTHEBOX_Organix_Plush_100x200                               ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.                                                     ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.
INTHEBOX_Organix_Plush_120x200                               ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.                                                     ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.
INTHEBOX_Organix_Plush_140x200                               ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.                                                     ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.
INTHEBOX_Organix_Plush_160x200                               ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.                                                     ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.
INTHEBOX_Organix_Plush_180x200                               ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.                                                     ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.
INTHEBOX_Organix_Plush_200x200                               ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.                                                     ; INTHEBOX Organix Plush merupakan tipe tertinggi dari seri Organix yang hadir dengan bahan-bahan natural seperti lapisan latex dan memiliki lapisan paling lengkap yang memberikan dukungan optimal demi menghadirkan pengalaman tidur senyaman mungkin.
